Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Ad_c_111 Spectral Count	Ad_c_138 Spectral Count	Ad_c_31 Spectral Count	Ad_c_45 Spectral Count	Ad_dif_111 Spectral Count	Ad_dif_138 Spectral Count	Ad_dif_31 Spectral Count	Ad_dif_45 Spectral Count	DPSCs_c_12 Spectral Count	DPSCs_c_16 Spectral Count	DPSCs_c_23 Spectral Count	DPSCs_c_38 Spectral Count	DPSCs_d_12 Spectral Count	DPSCs_d_16 Spectral Count	DPSCs_d_23 Spectral Count	DPSCs_d_38 Spectral Count	GF_c_1 Spectral Count	GF_c_27 Spectral Count	GF_c_31 Spectral Count	GF_d_1 Spectral Count	GF_d_27 Spectral Count	GF_d_31 Spectral Count	Ost_c_1111 Spectral Count	Ost_c_12 Spectral Count	Ost_c_20 Spectral Count	Ost_c_22 Spectral Count	Ost_c_8 Spectral Count	Ost_c_9 Spectral Count	Ost_dif_1111 Spectral Count	Ost_dif_12 Spectral Count	Ost_dif_20 Spectral Count	Ost_dif_22 Spectral Count	Ost_dif_8 Spectral Count	Ost_dif_9 Spectral Count	PDLSCs_c_12 Spectral Count	PDLSCs_c_16 Spectral Count	PDLSCs_c_23 Spectral Count	PDLSCs_c_38 Spectral Count	PDLSCs_d_12 Spectral Count	PDLSCs_d_16 Spectral Count	PDLSCs_d_23 Spectral Count	PDLSCs_d_38 Spectral Count	Umb_c_1002 Spectral Count	Umb_c_11 Spectral Count	Umb_c_203 Spectral Count	Umb_c_62 Spectral Count	Umb_d_1002 Spectral Count	Umb_d_11 Spectral Count	Umb_d_203 Spectral Count	Umb_d_62 Spectral Count	Ad_c_111 Unique Spectral Count	Ad_c_138 Unique Spectral Count	Ad_c_31 Unique Spectral Count	Ad_c_45 Unique Spectral Count	Ad_dif_111 Unique Spectral Count	Ad_dif_138 Unique Spectral Count	Ad_dif_31 Unique Spectral Count	Ad_dif_45 Unique Spectral Count	DPSCs_c_12 Unique Spectral Count	DPSCs_c_16 Unique Spectral Count	DPSCs_c_23 Unique Spectral Count	DPSCs_c_38 Unique Spectral Count	DPSCs_d_12 Unique Spectral Count	DPSCs_d_16 Unique Spectral Count	DPSCs_d_23 Unique Spectral Count	DPSCs_d_38 Unique Spectral Count	GF_c_1 Unique Spectral Count	GF_c_27 Unique Spectral Count	GF_c_31 Unique Spectral Count	GF_d_1 Unique Spectral Count	GF_d_27 Unique Spectral Count	GF_d_31 Unique Spectral Count	Ost_c_1111 Unique Spectral Count	Ost_c_12 Unique Spectral Count	Ost_c_20 Unique Spectral Count	Ost_c_22 Unique Spectral Count	Ost_c_8 Unique Spectral Count	Ost_c_9 Unique Spectral Count	Ost_dif_1111 Unique Spectral Count	Ost_dif_12 Unique Spectral Count	Ost_dif_20 Unique Spectral Count	Ost_dif_22 Unique Spectral Count	Ost_dif_8 Unique Spectral Count	Ost_dif_9 Unique Spectral Count	PDLSCs_c_12 Unique Spectral Count	PDLSCs_c_16 Unique Spectral Count	PDLSCs_c_23 Unique Spectral Count	PDLSCs_c_38 Unique Spectral Count	PDLSCs_d_12 Unique Spectral Count	PDLSCs_d_16 Unique Spectral Count	PDLSCs_d_23 Unique Spectral Count	PDLSCs_d_38 Unique Spectral Count	Umb_c_1002 Unique Spectral Count	Umb_c_11 Unique Spectral Count	Umb_c_203 Unique Spectral Count	Umb_c_62 Unique Spectral Count	Umb_d_1002 Unique Spectral Count	Umb_d_11 Unique Spectral Count	Umb_d_203 Unique Spectral Count	Umb_d_62 Unique Spectral Count	Ad_c_111 Total Spectral Count	Ad_c_138 Total Spectral Count	Ad_c_31 Total Spectral Count	Ad_c_45 Total Spectral Count	Ad_dif_111 Total Spectral Count	Ad_dif_138 Total Spectral Count	Ad_dif_31 Total Spectral Count	Ad_dif_45 Total Spectral Count	DPSCs_c_12 Total Spectral Count	DPSCs_c_16 Total Spectral Count	DPSCs_c_23 Total Spectral Count	DPSCs_c_38 Total Spectral Count	DPSCs_d_12 Total Spectral Count	DPSCs_d_16 Total Spectral Count	DPSCs_d_23 Total Spectral Count	DPSCs_d_38 Total Spectral Count	GF_c_1 Total Spectral Count	GF_c_27 Total Spectral Count	GF_c_31 Total Spectral Count	GF_d_1 Total Spectral Count	GF_d_27 Total Spectral Count	GF_d_31 Total Spectral Count	Ost_c_1111 Total Spectral Count	Ost_c_12 Total Spectral Count	Ost_c_20 Total Spectral Count	Ost_c_22 Total Spectral Count	Ost_c_8 Total Spectral Count	Ost_c_9 Total Spectral Count	Ost_dif_1111 Total Spectral Count	Ost_dif_12 Total Spectral Count	Ost_dif_20 Total Spectral Count	Ost_dif_22 Total Spectral Count	Ost_dif_8 Total Spectral Count	Ost_dif_9 Total Spectral Count	PDLSCs_c_12 Total Spectral Count	PDLSCs_c_16 Total Spectral Count	PDLSCs_c_23 Total Spectral Count	PDLSCs_c_38 Total Spectral Count	PDLSCs_d_12 Total Spectral Count	PDLSCs_d_16 Total Spectral Count	PDLSCs_d_23 Total Spectral Count	PDLSCs_d_38 Total Spectral Count	Umb_c_1002 Total Spectral Count	Umb_c_11 Total Spectral Count	Umb_c_203 Total Spectral Count	Umb_c_62 Total Spectral Count	Umb_d_1002 Total Spectral Count	Umb_d_11 Total Spectral Count	Umb_d_203 Total Spectral Count	Umb_d_62 Total Spectral Count	Ad_c_111 Intensity	Ad_c_138 Intensity	Ad_c_31 Intensity	Ad_c_45 Intensity	Ad_dif_111 Intensity	Ad_dif_138 Intensity	Ad_dif_31 Intensity	Ad_dif_45 Intensity	DPSCs_c_12 Intensity	DPSCs_c_16 Intensity	DPSCs_c_23 Intensity	DPSCs_c_38 Intensity	DPSCs_d_12 Intensity	DPSCs_d_16 Intensity	DPSCs_d_23 Intensity	DPSCs_d_38 Intensity	GF_c_1 Intensity	GF_c_27 Intensity	GF_c_31 Intensity	GF_d_1 Intensity	GF_d_27 Intensity	GF_d_31 Intensity	Ost_c_1111 Intensity	Ost_c_12 Intensity	Ost_c_20 Intensity	Ost_c_22 Intensity	Ost_c_8 Intensity	Ost_c_9 Intensity	Ost_dif_1111 Intensity	Ost_dif_12 Intensity	Ost_dif_20 Intensity	Ost_dif_22 Intensity	Ost_dif_8 Intensity	Ost_dif_9 Intensity	PDLSCs_c_12 Intensity	PDLSCs_c_16 Intensity	PDLSCs_c_23 Intensity	PDLSCs_c_38 Intensity	PDLSCs_d_12 Intensity	PDLSCs_d_16 Intensity	PDLSCs_d_23 Intensity	PDLSCs_d_38 Intensity	Umb_c_1002 Intensity	Umb_c_11 Intensity	Umb_c_203 Intensity	Umb_c_62 Intensity	Umb_d_1002 Intensity	Umb_d_11 Intensity	Umb_d_203 Intensity	Umb_d_62 Intensity	Ad_c_111 MaxLFQ Intensity	Ad_c_138 MaxLFQ Intensity	Ad_c_31 MaxLFQ Intensity	Ad_c_45 MaxLFQ Intensity	Ad_dif_111 MaxLFQ Intensity	Ad_dif_138 MaxLFQ Intensity	Ad_dif_31 MaxLFQ Intensity	Ad_dif_45 MaxLFQ Intensity	DPSCs_c_12 MaxLFQ Intensity	DPSCs_c_16 MaxLFQ Intensity	DPSCs_c_23 MaxLFQ Intensity	DPSCs_c_38 MaxLFQ Intensity	DPSCs_d_12 MaxLFQ Intensity	DPSCs_d_16 MaxLFQ Intensity	DPSCs_d_23 MaxLFQ Intensity	DPSCs_d_38 MaxLFQ Intensity	GF_c_1 MaxLFQ Intensity	GF_c_27 MaxLFQ Intensity	GF_c_31 MaxLFQ Intensity	GF_d_1 MaxLFQ Intensity	GF_d_27 MaxLFQ Intensity	GF_d_31 MaxLFQ Intensity	Ost_c_1111 MaxLFQ Intensity	Ost_c_12 MaxLFQ Intensity	Ost_c_20 MaxLFQ Intensity	Ost_c_22 MaxLFQ Intensity	Ost_c_8 MaxLFQ remove Intensity	Ost_c_9 MaxLFQ remove Intensity	Ost_dif_1111 MaxLFQ Intensity	Ost_dif_12 MaxLFQ Intensity	Ost_dif_20 MaxLFQ Intensity	Ost_dif_22 MaxLFQ Intensity	Ost_dif_8 MaxLFQ remove Intensity	Ost_dif_9 MaxLFQ remove Intensity	PDLSCs_c_12 MaxLFQ Intensity	PDLSCs_c_16 MaxLFQ Intensity	PDLSCs_c_23 MaxLFQ Intensity	PDLSCs_c_38 MaxLFQ Intensity	PDLSCs_d_12 MaxLFQ Intensity	PDLSCs_d_16 MaxLFQ Intensity	PDLSCs_d_23 MaxLFQ Intensity	PDLSCs_d_38 MaxLFQ Intensity	Umb_c_1002 MaxLFQ Intensity	Umb_c_11 MaxLFQ Intensity	Umb_c_203 MaxLFQ Intensity	Umb_c_62 MaxLFQ Intensity	Umb_d_1002 MaxLFQ Intensity	Umb_d_11 MaxLFQ Intensity	Umb_d_203 MaxLFQ Intensity	Umb_d_62 MaxLFQ Intensity	Indistinguishable Proteins
sp|O95297|MPZL1_HUMAN	O95297	MPZL1_HUMAN	MPZL1	269	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myelin protein zero-like protein 1	1.0	0.999	2	15	9	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18829.836	0.0	0.0	0.0	0.0	0.0	52991.234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108393.67	73539.37	45526.387	0.0	0.0	36221.18	49343.453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59980.312	40508.566	0.0	0.0	0.0	0.0	0.0	
sp|O95302|FKBP9_HUMAN	O95302	FKBP9_HUMAN	FKBP9	570	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP9	1.0	0.999	15	259	171	259	43	15	29	18	8	7	7	10	0	5	0	5	0	4	0	3	6	4	8	11	0	4	1	0	13	11	0	0	0	0	4	6	0	4	0	0	2	0	0	1	0	2	3	4	4	2	0	4	6	5	28	10	15	13	6	2	2	8	0	5	0	5	0	4	0	3	5	4	5	8	0	3	0	0	7	6	0	0	0	0	1	2	0	0	0	0	2	0	0	1	0	2	3	4	2	2	0	2	6	5	43	15	29	18	8	7	7	10	0	5	0	5	0	4	0	3	6	4	8	11	0	4	1	0	13	11	0	0	0	0	4	6	0	4	0	0	2	0	0	1	0	2	3	4	4	2	0	4	6	5	140480.58	66649.45	84766.71	96177.72	73806.164	53041.16	70007.16	117351.52	0.0	113653.29	0.0	71459.695	0.0	87642.195	0.0	70087.48	121644.54	92452.06	70007.12	70007.17	0.0	67678.71	0.0	0.0	64837.4	128691.47	0.0	0.0	0.0	0.0	71425.1	79080.41	0.0	0.0	0.0	0.0	65593.695	0.0	0.0	53086.47	0.0	67316.17	60262.37	89746.05	45008.13	53981.574	0.0	98812.31	36144.39	53268.016	156200.0	89873.47	118702.15	109907.31	85718.74	65249.098	83399.57	118917.32	0.0	139962.72	0.0	86120.96	0.0	0.0	0.0	0.0	145868.58	0.0	87660.914	81449.6	0.0	81866.16	0.0	0.0	76673.36	147212.23	0.0	0.0	0.0	0.0	80944.74	95680.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75341.9	102634.17	57171.094	0.0	0.0	118616.62	56909.47	67001.32	
sp|O95336|6PGL_HUMAN	O95336	6PGL_HUMAN	PGLS	258	Homo sapiens OX=9606	1:Experimental evidence at protein level	6-phosphogluconolactonase	1.0	0.999	14	1118	0	1118	33	22	10	20	59	78	57	59	32	21	26	14	9	28	4	22	7	15	14	59	20	22	0	6	51	39	0	0	1	1	30	44	1	3	38	17	24	8	10	30	22	20	20	12	33	11	7	12	32	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	22	10	20	59	78	57	59	32	21	26	14	9	28	4	22	7	15	14	59	20	22	0	6	51	39	0	0	1	1	30	44	1	3	38	17	24	8	10	30	22	20	20	12	33	11	7	12	32	15	317346.75	170890.98	56428.95	189334.81	395903.62	672175.6	548055.0	574700.4	397640.75	404501.4	442802.56	239401.1	284840.44	410019.34	145263.64	317100.94	229702.55	380878.5	139932.62	602487.5	506037.1	219093.0	0.0	87692.0	386717.3	446541.62	0.0	0.0	43250.754	53495.617	275691.9	288624.56	57219.64	80473.42	502326.12	232769.97	381274.03	190739.28	230294.6	267646.56	315555.2	281838.94	317789.5	161651.12	297506.38	159465.11	169094.88	163566.67	423253.0	309345.0	129933.164	83902.95	63698.496	93844.836	185282.23	317457.66	256782.19	232247.48	187281.97	186549.55	198970.17	105627.9	189962.67	186932.2	0.0	202023.52	154416.0	237725.94	132156.61	236803.06	199347.2	152379.03	0.0	0.0	169223.34	205939.27	0.0	0.0	0.0	0.0	130075.49	155069.3	0.0	0.0	198304.17	155067.25	193806.03	119360.3	135617.73	117499.04	192342.38	141004.83	138927.28	113915.336	160682.47	126642.69	111666.16	131551.92	211854.9	158418.67	
sp|O95352|ATG7_HUMAN	O95352	ATG7_HUMAN	ATG7	703	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-like modifier-activating enzyme ATG7	0.9596	0.9989	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20747.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|H7BZ92|H7BZ92_HUMAN, tr|H7C2J8|H7C2J8_HUMAN, tr|H7C2R3|H7C2R3_HUMAN
sp|O95373|IPO7_HUMAN	O95373	IPO7_HUMAN	IPO7	1038	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin-7	1.0	0.999	8	34	34	34	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	14	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	14	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	14	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87239.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48108.805	76176.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69460.23	0.0	0.0	77082.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49695.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30855.688	109452.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95388|CCN4_HUMAN	O95388	CCN4_HUMAN	CCN4	367	Homo sapiens OX=9606	1:Experimental evidence at protein level	CCN family member 4	0.9692	0.9985	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	13170.384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95394|AGM1_HUMAN	O95394	AGM1_HUMAN	PGM3	542	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphoacetylglucosamine mutase	1.0	0.999	7	35	0	35	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	3	0.0	0.0	0.0	0.0	0.0	64180.113	47367.434	63871.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94495.445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	318971.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70669.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88819.5	tr|A0A494C1E2|A0A494C1E2_HUMAN, tr|A0A494C1Q4|A0A494C1Q4_HUMAN, tr|H0Y987|H0Y987_HUMAN, tr|J3KN95|J3KN95_HUMAN
sp|O95407|TNF6B_HUMAN	O95407	TNF6B_HUMAN	TNFRSF6B	300	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tumor necrosis factor receptor superfamily member 6B	0.9695	0.999	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67936.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95415|BRI3_HUMAN	O95415	BRI3_HUMAN	BRI3	125	Homo sapiens OX=9606	1:Experimental evidence at protein level	Brain protein I3	0.9614	0.999	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23059.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95433|AHSA1_HUMAN	O95433	AHSA1_HUMAN	AHSA1	338	Homo sapiens OX=9606	1:Experimental evidence at protein level	Activator of 90 kDa heat shock protein ATPase homolog 1	1.0	0.999	6	48	0	48	0	0	0	0	0	11	5	7	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	7	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	25140.252	0.0	39852.277	0.0	0.0	37569.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46906.164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42758.605	0.0	0.0	0.0	0.0	0.0	0.0	49408.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36309.76	30593.889	45705.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47714.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36840.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95450|ATS2_HUMAN	O95450	ATS2_HUMAN	ADAMTS2	1211	Homo sapiens OX=9606	2:Experimental evidence at transcript level	A disintegrin and metalloproteinase with thrombospondin motifs 2	1.0	0.999	5	76	0	76	0	0	0	0	1	0	0	0	0	0	0	0	5	5	2	5	0	0	0	0	5	0	0	0	0	0	3	1	3	0	3	0	3	3	0	0	0	0	4	3	8	3	0	0	0	0	11	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	5	2	5	0	0	0	0	5	0	0	0	0	0	3	1	3	0	3	0	3	3	0	0	0	0	4	3	8	3	0	0	0	0	11	0	0	8	0.0	0.0	0.0	0.0	77789.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121095.305	82125.74	75367.02	71388.28	0.0	0.0	0.0	0.0	145468.75	0.0	0.0	0.0	0.0	0.0	75328.65	91935.414	53767.113	0.0	0.0	0.0	112486.73	93502.7	0.0	0.0	0.0	0.0	117601.01	70454.91	132066.14	93700.07	0.0	0.0	0.0	0.0	98287.625	0.0	0.0	127913.586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128330.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149260.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112921.164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156506.83	0.0	0.0	0.0	0.0	0.0	107344.22	0.0	0.0	93943.73	
